"Fernando Riera","['years1 =\n|youthclubs1 = [[Unión Española]]\n|years1 = 1937–1938\n|years2 = 1939–1950\n|years3 = 1950–1952\n|years4 = 1953\n|years5 = 1953–1954\n|clubs1 = [[Unión Española]]\n|clubs2 = [[Club Deportivo Universidad Católica|Universidad Católica]]\n|clubs3 = [[Stade Reims|Reims]]\n|clubs4 = [[Deportivo Vasco de Caracas|Vasco CCS]]\n|clubs5 = [[FC Rouen|Rouen]]\n|caps1 =\n|goals1 =\n|']"
"Burhan Sargun","['years1 = \n| clubs1 = [[Fenerbahçe S.K. (football)|Fenerbahçe]]\n| caps1 = \n| goals1 = \n| totalcaps = \n| totalgoals = \n| ']"
"Ernő Solymosi","['years1=|clubs1=|caps1=|goals1=\n|totalcaps=|totalgoals=\n|']"
"Kudus Mohammed","[]"
"Valeri Karpin","['years1 = 1986–1988 | clubs1 = [[Sport Tallinn]] | caps1 = 25 | goals1 = 1\n| years2 = 1988 | clubs2 = [[PFC CSKA Moscow|CSKA Moscow]] | caps2 = 3 | goals2 = 0\n| years3 = 1989 | clubs3 = [[FC Fakel Voronezh|Fakel Voronezh]] | caps3 = 25 | goals3 = 7\n| years4 = 1990–1994 | clubs4 = [[FC Spartak Moscow|Spartak Moscow]] | caps4 = 116 | goals4 = 29\n| years5 = 1994–1996 | clubs5 = [[Real Sociedad]] | caps5 = 72 | goals5 = 16\n| years6 = 1996–1997 | clubs6 = [[Valencia CF|Valencia]] | caps6 = 36 | goals6 = 6\n| years7 = 1997–2002 | clubs7 = [[Celta Vigo]] | caps7 = 168 | goals7 = 26\n| years8 = 2002–2005 | clubs8 = [[Real Sociedad]] | caps8 = 107 | goals8 = 20\n| totalcaps = 552 | totalgoals = 105\n| ']"
"Erwin Sánchez","['years1 = 1981–1986\n|youthclubs1 = Tahuichi Academy\n|years1 = 1987–1988\n|years2 = 1988–1990\n|years3 = 1990–1992\n|years4 = 1991–1992\n|years5 = 1992–1997\n|years6 = 1997–1999\n|years7 = 1998–1999\n|years8 = 1999\n|years9 = 2000–2004\n|years10 = 2004–2005\n|clubs1 = [[Club Destroyers|Destroyers]]\n|clubs2 = [[Club Bolívar|Bolívar]]\n|clubs3 = [[S.L. Benfica|Benfica]]\n|clubs4 = → [[G.D. Estoril Praia|Estoril]] (loan)\n|clubs5 = [[Boavista F.C.|Boavista]]\n|clubs6 = [[S.L. Benfica|Benfica]]\n|clubs7 = → [[Boavista F.C.|Boavista]] (loan)\n|clubs8 = [[S.L. Benfica B|Benfica B]]\n|clubs9 = [[Boavista F.C.|Boavista]]\n|clubs10 = [[Oriente Petrolero]]\n|caps1 = 67\n|caps2 = 34\n|caps3 = 15\n|caps4 = 28\n|caps5 = 105\n|caps6 = 26\n|caps7 = 22\n|caps8 = 3\n|caps9 = 92\n|caps10 = 38\n|totalcaps = 430\n|goals1 = 23\n|goals2 = 13\n|goals3 = 1\n|goals4 = 8\n|goals5 = 25\n|goals6 = 6\n|goals7 = 0\n|goals8 = 3\n|goals9 = 19\n|goals10 = 10\n|totalgoals = 108\n|']"
"Manuel Rosas","[]"
"Julio César Romero","['years1 =\n| youthclubs1 =\n| years1 = 1977–1979\n| clubs1 = [[Sportivo Luqueño]]\n| caps1 = 113\n| goals1 = 33\n| years2 = 1980–1983\n| clubs2 = [[New York Cosmos (1971–1985)|New York Cosmos]]\n| caps2 = 104\n| goals2 = 37\n| years3 = 1983–1988\n| clubs3 = [[Fluminense FC|Fluminense]]\n| caps3 = 211\n| goals3 = 59\n| years4 = 1989\n| clubs4 = [[FC Barcelona|Barcelona]]\n| caps4 = 7\n| goals4 = 1\n| years5 = 1989–1990\n| clubs5 = [[Puebla F.C.|Puebla]]\n| caps5 = 81\n| goals5 = 16\n| years6 = 1990–1991\n| clubs6 = [[Sportivo Luqueño]]\n| caps6 = 35\n| goals6 = 11\n| years7 = 1992\n| clubs7 = [[Olimpia Asunción]]\n| caps7 = 24\n| goals7 = 9\n| years8 = 1993–1994\n| clubs8 = [[Sportivo Luqueño]]\n| caps8 = 43\n| goals8 = 13\n| years9 = 1995\n| clubs9 = [[Deportes La Serena]]\n| caps9 = 3\n| goals9 = 1\n| years10 = 1995\n| clubs10 = [[Club Cerro Corá]]\n| caps10 = 1\n| goals10 = 0\n| years11 = 1996–1998\n| clubs11 = [[Sportivo Luqueño]]\n| caps11 = 66\n| goals11 = 33\n| totalcaps = 626\n| totalgoals = 180\n| ']"
"Michael Bradley","[]"
"Suat Mamat","['years1 =   \n| youthclubs1 =   \n|  years1 =   1949–1952  \n| years2 =  1952–1964  \n| years3 =  1964–1968 \n| years4 =  1968–1969\n|  clubs1 =   [[Ankara Demirspor]] \n| clubs2 =  [[Galatasaray S.K. (football team)|Galatasaray S.K.]]  \n| clubs3 =  [[Beşiktaş J.K.]] \n| clubs4 =  [[Vefa S.K.]]\n| caps1 =             \n| goals1 = \n| caps2 =  278           \n| goals2 = 95\n| caps3 =  87           \n| goals3 = 8\n| caps4 =  9           \n| goals4 = 1\n| ']"
"Ali Thani Jumaa","['years1 = \n| youthclubs1 = [[Sharjah FC]]\n| years1 = \n| clubs1 = [[Sharjah FC]]\n| caps1 = \n| goals1 = \n| ']"
"Gösta Dunker","['years1 = \n| clubs1 = \n| caps1 = \n| goals1 = \n| totalcaps = \n| totalgoals = \n| ']"
"Gilberto","[]"
"Jorge Luis Campos","["years1 = 1992–1997\n| years2 = 1997–1998\n| years3 = 1998–1999\n| years4 = 2000–2001\n| years5 = 2002–2003\n| years6 = 2003–2004\n| years7 = 2004–2005\n| years8 = 2005\n| years9 = 2005–2006\n| clubs1 = [[Club Olimpia|Olimpia Asunción]]\n| clubs2 = [[Beijing Guo'an]]\n| clubs3 = [[Cruz Azul]]\n| clubs4 = [[Cerro Porteño]]\n| clubs5 = [[Club Deportivo Universidad Católica|Universidad Católica]]\n| clubs6 = [[Quilmes Atlético Club|Quilmes]]\n| clubs7 = [[Club Libertad|Libertad]]\n| clubs8 = [[Club Nacional|Nacional Asunción]]\n| clubs9 = [[Sportivo Luqueño]]\n| caps1 = \n| goals1 = \n| caps2 = 39\n| goals2 = 9\n| caps3 = 9\n| goals3 = 1\n| caps4 = 50\n| goals4 = 8\n| caps5 = 42\n| goals5 = 5\n| caps6 = 4\n| goals6 = 0\n| caps7 = 6\n| goals7 = 2\n| caps8 = 12\n| goals8 = 3\n| caps9 = 16\n| goals9 = 2\n| "]"
"Vasyl Rats","['years1 = 1976\n|youthclubs1 = [[Lviv State School of Physical Culture|LDUFK Lviv]]\n|years1 = 1979–1980 |clubs1 = [[FC Karpaty Lviv]]\n|years2 = 1980–1981 |clubs2 = [[PFC Nyva Vinnytsia|Lokomotiv Vinnytsia]]\n|years3 = 1981–1989 |clubs3 = [[FC Dynamo Kyiv]]\n|years4 = 1989 |clubs4 = [[RCD Espanyol]]\n|years5 = 1989–1990 |clubs5 = [[FC Dynamo Kyiv]]\n|years6 = 1991–1993 |clubs6 = [[Ferencvárosi TC]]\n|caps1 = 5 |goals1 = 0\n|caps2 = 39 |goals2 = 4\n|caps3 = 164 |goals3 = 22 \n|caps4 = 10 |goals4 = 0 \n|caps5 = 21 |goals5 = 2  \n|caps6 = 7 |goals6 = 1 \n|']"
"Juan Mujica","['years1 = 1962–1967 | years2 = 1967–1971 | years3 = 1973–1975  | years4 = 1975–1978  | years5 = 1978  | years6 = 1979\n| clubs1 = [[Rampla Juniors]]  | clubs2 = [[Club Nacional de Football|Nacional]]  | clubs3 = [[Lille OSC|Lille]]  | clubs4 = [[RC Lens|Lens]]  | clubs5 = [[Liverpool F.C. (Montevideo)|Liverpool MVD]]  | clubs6 = [[Defensor Sporting]]\n| caps3 = 51 | goals3 = 10 | caps4 = 36 | goals4 = 4\n| manageryears1 = 1980 | manageryears2 = 1983 | manageryears3 = 1985 | manageryears4 = 1989 | manageryears5 = 1997 | manageryears6 = 1997 | manageryears7 = 1995 | manageryears8 = 1998–1999 | manageryears9 =2003–2004\n| managerclubs1 = [[Club Nacional de Football|Nacional]] | managerclubs2 = [[Millonarios]] | managerclubs3 = [[Atlético Nacional]] | managerclubs4 = Racing | managerclubs5 = [[Deportes Tolima]] | managerclubs6 = [[Grêmio Foot-Ball Porto Alegrense|Grêmio]] | managerclubs7 = [[C.D. Saprissa|Saprissa]] | managerclubs8 = [[L.D. Alajuelense|Alajuelense]] | managerclubs9 =[[Alianza F.C.|Alianza]]\n|']"
"Rónald González Brenes","['years1 = 1989–1990\n| years2 = 1990\n| years3 = 1991\n| years4 = 1991\n| years5 = 1991–1998\n| years6 = 1998–2001\n| years7 = 2001–2003\n| years8 = 2003–2006\n| clubs1 = [[Deportivo Saprissa|Saprissa]]\n| clubs2 = [[GNK Dinamo Zagreb|Dinamo Zagreb]]\n| clubs3 = [[Sturm Graz]]\n| clubs4 = → [[SK Vorwärts Steyr|Vorwärts Steyr]] (loan)\n| clubs5 = [[Deportivo Saprissa|Saprissa]]\n| clubs6 = [[C.S.D. Comunicaciones|Comunicaciones]]\n| clubs7 = [[C.S. Herediano|Herediano]]\n| clubs8 = [[Deportivo Saprissa|Saprissa]]\n| caps1 = \n| caps2 = 5\n| caps3 = 0\n| caps4 = 11\n| goals1 = \n| goals2 = 0\n| goals3 = 0\n| goals4 = 1\n| ']"
"Winston Reid","['years1 = 1992–1998\n|youthclubs1 = [[Takapuna AFC|Takapuna]]\n|youthyears2 = –2004\n|youthclubs2 = [[FC Sønderborg|SUB Sønderborg]]\n|youthyears3 = 2004–2008\n|youthclubs3 = [[FC Midtjylland|Midtjylland]]\n|currentclub =\n|clubnumber = \n|position = [[Defender (association football)|Defender]]\n|years1 = 2005–2010\n|clubs1 = [[FC Midtjylland|Midtjylland]]\n|caps1 = 84\n|goals1 = 2\n|years2 = 2010–2021\n|clubs2 = [[West Ham United F.C.|West Ham United]]\n|caps2 = 194\n|goals2 = 9\n|years3 = 2020\n|clubs3 = → [[Sporting Kansas City]] (loan)\n|caps3 = 10\n|goals3 = 1\n|clubs4 = → [[Brentford F.C.|Brentford]] (loan)\n|years4 = 2021\n|caps4 = 11\n|goals4 = 0\n|']"
"Gavi","[]"
"Maouhoub Ghazouani","['years1         = | clubs1 = [[FAR Rabat]]| caps1 = |goals1 = \n| ']"
"Hernán Gaviria","['years1=1990–1997\n|clubs1=[[Atlético Nacional]]\n|caps1=\n|goals1=\n|years2=1995\n|clubs2=→ [[Deportes Tolima]] (loan)\n|caps2=\n|goals2=\n|years3=1998–2001\n|clubs3=[[Deportivo Cali]]\n|caps3=\n|goals3=\n|years4=2001\n|clubs4=[[Shonan Bellmare]]\n|caps4=23\n|goals4=4\n|years5=2002\n|clubs5=[[Atlético Bucaramanga]]\n|caps5=10\n|goals5=1\n|years6=2002\n|clubs6=[[Deportivo Cali]]\n|caps6=17\n|goals6=0\n|']"
"Christian Lopez","[]"
"Alfredo del Águila","['years1         = | clubs1 = [[Deportivo Toluca F.C.|Deportivo Toluca]]| caps1 = |goals1 = \n| ']"
"Allan Clarke","[]"
"Carlos Manuel","['years1 = | youthclubs1 = [[G.D. Fabril|CUF]]\n|years1 = 1975–1978 | clubs1 = [[G.D. Fabril|CUF]] | caps1 = 2 | goals1 = 0\n|years2 = 1978–1979 | clubs2 = [[F.C. Barreirense|Barreirense]] | caps2 = 30 | goals2 = 3\n|years3 = 1979–1987 | clubs3 = [[S.L. Benfica|Benfica]] | caps3 = 213 | goals3 = 40\n|years4 = 1988 | clubs4 = [[FC Sion|Sion]] | caps4 = 16 | goals4 = 10\n|years5 = 1988–1990 | clubs5 = [[Sporting CP]] | caps5 = 48 | goals5 = 4\n|years6 = 1990–1992 | clubs6 = [[Boavista F.C.|Boavista]] | caps6 = 17 | goals6 = 0\n|years7 = 1992–1994 | clubs7 = [[G.D. Estoril Praia|Estoril]] | caps7 = 45 | goals7 = 3\n|totalcaps = 371 | totalgoals = 60\n|']"
"Hong Myung-bo","['years1=1981–1983<ref name="Youth">{{cite news |url=https://news.joins.com/article/2892287 |script-title=ko:‘영원한 리베로’ 홍명보, 한국의 베켄바우어를 향해 |language=ko |publisher=[[JoongAng Ilbo]] |date=2007-09-21 |access-date=2020-12-20}}</ref>\n|youthclubs1=Kwanghee Middle School\n|youthyears2=1984–1986<ref name="Youth"/>\n|youthclubs2={{ill|Dongbuk High School|ko|동북고등학교 축구부|display=1}}\n|collegeyears1=1987–1990\n|college1={{ill|Korea University|ko|고려대학교 축구부|display=1}}\n|years1=1991      |clubs1=[[Sangju Sangmu FC|Sangmu FC]] ([[Conscription in South Korea|draft]]) |caps1= |goals1=\n|years2=1992–1997 |clubs2=[[Pohang Steelers]] |caps2=110 |goals2=14\n|years3=1997–1998 |clubs3=[[Bellmare Hiratsuka]] |caps3=42 |goals3=0\n|years4=1999–2001 |clubs4=[[Kashiwa Reysol]] |caps4=72 |goals4=7\n|years5=2002      |clubs5=[[Pohang Steelers]] |caps5=19 |goals5=0\n|years6=2003–2004 |clubs6=[[LA Galaxy]] |caps6=38 |goals6=0\n|totalcaps=281 |totalgoals=21\n|']"
"Atilio López","['years1 =\n | youthclubs1 =\n |  years1 =   1943–1950\n| years2 =  1950–1952\n| years3 =  1953\n| years4 =  1953–1956\n| years5 =  1956\n| years6 =  1957\n| years7 =  1958–1961\n| years8 =  1962\n| years9 =  1962\n |  clubs1 =   [[Club Guaraní|Guaraní]]\n| clubs2 =  [[Boca Juniors de Cali|Boca Juniors (Cali)]]\n| clubs3 =  [[Club Atlético Chalaco|Atlético Chalaco]]\n| clubs4 =  [[Atlético Madrid]]\n| clubs5 =  [[Atlético Chalaco]]\n| clubs6 =  [[Grêmio]]\n| clubs7 =  [[Sociedad Deportiva Aucas|Aucas]]\n| clubs8 =  [[Club Nacional (Paraguay)|Nacional (Paraguay)]]\n| clubs9 =  Pettirossi (Encarnación)\n | caps1 =   ?\n| caps2 =  ?\n| caps3 =  ?\n| caps4 =  ?\n| caps5 =  ?\n| caps6 =  ?\n| caps7 =  ?\n| caps8 =  ?\n| goals1 =  ?\n| goals2 =  ?\n| goals3 =  13\n| goals4 =  ?\n| goals5 =  1\n| goals6 =  0\n| goals7 =  ?\n| goals8 =  ?\n| ']"
"Avdija Vršajević","['years1 =\n|youthclubs1 = [[NK TOŠK Tešanj|TOŠK Tešanj]]\n| years1 = 2003–2004  \n| years2 = 2004–2005  \n| years3 = 2005–2007  \n| years4 = 2007–2009 \n| years5 = 2008  \n| years6 = 2008\n| years7 = 2009–2011  \n| years8 = 2011–2012\n| years9 = 2012–2015\n| years10 = 2015–2018\n| years11 = 2018–2021\n| years12 = 2021–2022\n| years13 = 2022–2023\n| years14 = 2024–\n| clubs1 = [[NK TOŠK Tešanj|TOŠK Tešanj]]\n| clubs2 = [[FK Željezničar Sarajevo|Željezničar]] \n| clubs3 = [[NK Čelik Zenica|Čelik Zenica]] \n| clubs4 = [[AC Sparta Prague|Sparta Prague]] \n| clubs5 = → [[SK Kladno]] (loan) \n| clubs6 = → [[1. FC Tatran Prešov|Tatran Prešov]] (loan)\n| clubs7 = [[1. FC Tatran Prešov|Tatran Prešov]] \n| clubs8 = [[NK Čelik Zenica|Čelik Zenica]]\n| clubs9 = [[HNK Hajduk Split|Hajduk Split]]\n| clubs10 = [[Osmanlıspor]]\n| clubs11 = [[Akhisar Belediyespor|Akhisarspor]]\n| clubs12 = [[Ümraniyespor]] \n| clubs13 = [[FK Sarajevo|Sarajevo]]\n| clubs14 = [[NK Čelik Zenica|Čelik Zenica]]\n| caps1   = 0\n| caps2   = 24  \n| caps3   = 18  \n| caps4   = 0  \n| caps5   = 11  \n| caps6   = 10\n| caps7   = 60\n| caps8   = 21\n| caps9   = 74\n| caps10  = 65\n| caps11  = 63\n| caps12  = 43\n| caps13  = 5\n| caps14  = 0\n| goals1  = 0\n| goals2  = 1  \n| goals3  = 3  \n| goals4  = 0  \n| goals5  = 0  \n| goals6  = 1\n| goals7  = 3 \n| goals8  = 3\n| goals9  = 4\n| goals10 = 0\n| goals11 = 1\n| goals12 = 1\n| goals13 = 0\n| goals14 = 0\n|']"
"József Tóth","[]"
"Jimmy Mullen","[]"
"Haris Seferović","['years1 = 1999–2004\n| youthclubs1 = FC Sursee\n| youthyears2 = 2004–2007\n| youthclubs2 = [[FC Luzern]]\n| youthyears3 = 2007–2009\n| youthclubs3 = [[Grasshopper Club Zurich|Grasshopper]]\n| years1 = 2009–2010\n| clubs1 = [[Grasshopper Club Zurich|Grasshopper]]\n| caps1 = 3\n| goals1 = 0\n| years2 = 2010–2013\n| clubs2 = [[ACF Fiorentina|Fiorentina]]\n| caps2 = 8\n| goals2 = 0\n| years3 = 2011–2012\n| clubs3 = → [[Neuchâtel Xamax]] (loan)\n| caps3 = 10\n| goals3 = 2\n| years4 = 2012\n| clubs4 = → [[U.S. Lecce|Lecce]] (loan)\n| caps4 = 5\n| goals4 = 0\n| years5 = 2013\n| clubs5 = → [[Novara Calcio|Novara]] (loan)\n| caps5 = 18\n| goals5 = 10\n| years6 = 2013–2014\n| clubs6 = [[Real Sociedad]]\n| caps6 = 24\n| goals6 = 2\n| years7 = 2014–2017\n| clubs7 = [[Eintracht Frankfurt]]\n| caps7 = 86\n| goals7 = 16\n| years8 = 2017–2023\n| clubs8 = [[S.L. Benfica|Benfica]]\n| caps8 = 120\n| goals8 = 57\n| years9 = 2022–2023\n| clubs9 = → [[Galatasaray S.K. (football)|Galatasaray]] (loan)\n| caps9 = 10\n| goals9 = 0\n| years10 = 2023\n| clubs10 = → [[RC Celta de Vigo|Celta Vigo]] (loan)\n| caps10 = 18\n| goals10 = 3\n| years11 = 2023–\n| clubs11 = [[Al Wasl F.C.|Al Wasl]]\n| caps11 = 16\n| goals11 = 7\n| ']"
"Charles Antenen","['years1=1944–1952|clubs1=[[FC La Chaux-de-Fonds|La Chaux-de-Fonds]]|caps1=179|goals1=110\n|years2=1952–1953|clubs2=[[FC Lausanne-Sport|Lausanne Sports]]|caps2=24|goals2=13\n|years3=1953–1965|clubs3=[[FC La Chaux-de-Fonds|La Chaux-de-Fonds]]|caps3=269|goals3=128\n|totalcaps=472|totalgoals=251\n|']"
"Beto","[]"
"László Kiss","[]"
"Ernesto Vidal","['years1=1936–1940|clubs1=[[Sportivo Belgrano]]|caps1=|goals1=\n|years2=1941–1944|clubs2=[[Rosario Central]]|caps2=52|goals2=16\n|years3=1945–1952|clubs3=[[Peñarol]]|caps3=|goals3=\n|years4=1954–1955|clubs4=[[AC Fiorentina]]|caps4=|goals4=\n|years5=1955–1956|clubs5=[[Aurora Pro Patria 1919|Pro Patria]]|caps5=1|goals5=0\n|totalcaps=|totalgoals=\n|']"
"Zinédine Zidane","['years1 = 1981–1982\n| youthclubs1 = AS Foresta\n| youthyears2 = 1982–1983\n| youthclubs2 = US Saint-Henri\n| youthyears3 = 1983–1987\n| youthclubs3 = SO Septèmes-les-Vallons\n| youthyears4 = 1987–1989\n| youthclubs4 = [[AS Cannes|Cannes]]\n| years1 = 1989–1992\n| clubs1 = [[AS Cannes|Cannes]]\n| caps1 = 61\n| goals1 = 6\n| years2 = 1992–1996\n| clubs2 = [[FC Girondins de Bordeaux|Bordeaux]]\n| caps2 = 139\n| goals2 = 28\n| years3 = 1996–2001\n| clubs3 = [[Juventus F.C.|Juventus]]\n| caps3 = 151\n| goals3 = 24\n| years4 = 2001–2006\n| clubs4 = [[Real Madrid CF|Real Madrid]]\n| caps4 = 155\n| goals4 = 37\n| totalcaps = 506\n| totalgoals = 95\n| ']"
"Joe Jordan","['years1 = \n|    youthclubs1 = [[Blantyre Victoria F.C.|Blantyre Victoria]]\n|         years1 = 1968–1970 |clubs1 = [[Greenock Morton F.C.|Morton]]              |caps1 = 8   |goals1 = 1\n|         years2 = 1970–1978 |clubs2 = [[Leeds United F.C.|Leeds United]]         |caps2 = 170 |goals2 = 35\n|         years3 = 1978–1981 |clubs3 = [[Manchester United F.C.|Manchester United]] |caps3 = 109 |goals3 = 37\n|         years4 = 1981–1983 |clubs4 = [[A.C. Milan|Milan]]                         |caps4 = 52  |goals4 = 12\n|         years5 = 1983–1984 |clubs5 = [[Hellas Verona F.C.|Hellas Verona]]         |caps5 = 12  |goals5 = 1\n|         years6 = 1984–1987 |clubs6 = [[Southampton F.C.|Southampton]]             |caps6 = 48  |goals6 = 12\n|         years7 = 1987–1989 |clubs7 = [[Bristol City F.C.|Bristol City]]           |caps7 = 57  |goals7 = 8\n|      totalcaps = 456 |totalgoals = 106\n| ']"
"Valentin Kozmich Ivanov","['years1 = 1950–1952 | youthclubs1 = Krylia Sovetov Moscow\n| years1 = 1952–1966 | clubs1 = [[FC Torpedo Moscow|Torpedo Moscow]] | caps1 = 286 | goals1 = 124\n| ']"
"Juan Cayasso","['years1 = \n|    youthclubs1 = \n|         years1 = 1981–1987\n|         clubs1 = [[L.D. Alajuelense|Alajuelense]]\n|          caps1 = 225\n|         goals1 = 62\n|         years2 = 1988–1990\n|         clubs2 = [[Deportivo Saprissa|Saprissa]]\n|          caps2 = \n|         goals2 = \n|         years3 = 1990–1992\n|         clubs3 = [[Stuttgarter Kickers]]\n|          caps3 = 53\n|         goals3 = 11\n|         years4 = 1992–1993\n|         clubs4 = [[Asociación Deportiva Carmelita|Carmelita]]\n|          caps4 = \n|         goals4 = \n|         years5 = 1993–1995\n|         clubs5 = [[Deportivo Saprissa|Saprissa]]\n|          caps5 = 104\n|         goals5 = 27\n|         years6 = 1996\n|         clubs6 = [[A.D. Turrialba|Turrialba]]\n|          caps6 = 4\n|         goals6 = 0\n|         years7 = 1996\n|         clubs7 = [[A.D. Belén|Belén]]\n|          caps7 = 2\n|         goals7 = 0\n|         years8 = 1996–1997\n|         clubs8 = [[Municipal Goicoechea|Goicoechea]]\n|          caps8 = 14\n|         goals8 = 1\n|         years9 = 1997–2000\n|         clubs9 = [[Asociación Deportiva Carmelita|Carmelita]]\n|          caps9 = 88\n|         goals9 = 14\n|        years10 = 2000–2001\n|        clubs10 = [[MC Oran]]\n|         caps10 = 25\n|        goals10 = 10\n|      totalcaps = 515\n|     totalgoals = 140\n| ']"
"Mauricio Pineda","[]"
"Juan Carreño","['years1 = \n| clubs1 = \n| caps1 = \n| goals1 = \n| totalcaps = \n| totalgoals = \n| ']"
"Bernd Schneider","[]"
"Júlio Botelho","['years1 = 1948–1950 | youthclubs1 = [[Clube Atlético Juventus|Juventus-SP]]\n| years1 = 1950–1951| clubs1 = [[Clube Atlético Juventus|Juventus-SP]] | caps1 =  | goals1 = \n| years2 = 1951–1953 | clubs2 = [[Associação Portuguesa de Desportos|Portuguesa]] | caps2 = 191  | goals2 = 101\n| years3 = 1954 | clubs3 = → [[Fluminense FC|Fluminense]] (loan) | caps3 =  | goals3 = \n| years4 = 1955 | clubs4 = [[Associação Portuguesa de Desportos|Portuguesa]] | caps4 =  | goals4 = \n| years5 = 1955–1958 | clubs5 = [[ACF Fiorentina|Fiorentina]] | caps5 = 89 | goals5 = 22\n| years6 = 1958–1967 | clubs6 = [[Sociedade Esportiva Palmeiras|Palmeiras]] | caps6 = 269  | goals6 = 81\n| ']"
"Juan Ignacio Basaguren","['years1 = |clubs1 = |caps1 = |goals1 = \n|totalcaps = |totalgoals = \n|']"
"Iuliu Barátky","['years1 = 1922–1927\n| youthclubs1 = [[Stăruința Oradea]]\n| years1 = 1927–1928\n| years2 = 1928–1930\n| years3 = 1930–1933\n| years4 = 1933–1936\n| years5 = 1936–1944<ref><sup>{{note|ded1|1}}</sup>The [[Divizia A 1940–41]] was the last season before [[World War II]] and the [[Divizia A 1946–47]] was the first one after, so the appearances and goals scored during this period for [[FC Rapid București|Rapid București]] and [[Carmen București]] are not official.</ref>\n| years6 = 1944\n| years7 = 1944–1945\n| years8 = 1946–1947\n| years9 = 1947–1948\n| clubs1 = [[Stăruința Oradea]]\n| clubs2 = [[Clubul Atletic Oradea|CA Oradea]]\n| clubs3 = [[MTK Hungária FC|Hungária]]\n| clubs4 = [[Crișana Oradea]]\n| clubs5 = [[FC Rapid București|Rapid București]]{{ref|ded1|1}}\n| clubs6 = [[Carmen București]]{{ref|ded1|1}}\n| clubs7 = [[FC Rapid București|Rapid București]]{{ref|ded1|1}}\n| clubs8 = [[Clubul Atletic Oradea|Libertatea Oradea]]\n| clubs9 = [[Locomotiva Târgu Mureș|RATA Târgu Mureș]]\n| caps1 = \n| caps2 = \n| caps3 = 82\n| caps4 = 51\n| caps5 = 86\n| caps6 = 0\n| caps7 = 0\n| caps8 = 16\n| caps9 = 2\n| totalcaps = 237\n| goals1 = \n| goals2 = \n| goals3 = 51\n| goals4 = 30\n| goals5 = 61\n| goals6 = 0\n| goals7 = 0\n| goals8 = 9\n| goals9 = 0\n| totalgoals = 151\n| ']"
"Luigi Riva","['years1 = 1961–1962\n| youthclubs1 = Laveno Mombello\n| youthyears2 = 1962\n| youthclubs2 = Legnano\n| years1 = 1962–1963\n| clubs1 = [[A.S.D. Legnano Calcio 1913|Legnano]]\n| caps1 = 23\n| goals1 = 6\n| years2 = 1963–1976\n| clubs2 = [[Cagliari Calcio|Cagliari]]\n| caps2 = 315\n| goals2 = 164\n| totalcaps = 338\n| totalgoals = 170\n| ']"
"Héctor Hernández","[]"
"Arturo Vázquez Ayala","['years1=|clubs1=|caps1=|goals1=\n|totalcaps=|totalgoals=\n|']"
"Néjib Ghommidh","['years1= 1972-1978\n|clubs1=[[Club Africain]]\n|caps1=\n|goals1=\n|years2= 1978-1979\n|clubs2=[[Al-Ittihad Club (Jeddah)|Al-Ittihad]]\n|caps2=\n|goals2=\n|years3= 1979-1982\n|clubs3=[[Club Africain]]\n|caps3=\n|goals3=\n|totalcaps=\n|totalgoals=\n|']"
"Pak Doo-ik","['years1    =\n|collegeyears1  = \n|years1         = \n|years2         = \n|years3         = \n|years4         = \n|years5         =\n|']"
"Édison Méndez","["years1=1996–2001\n|youthclubs1=[[Deportivo Quito]]\n|years1=1997–2002|clubs1=[[Deportivo Quito]]|caps1=193|goals1=18\n|years2=2002–2003|clubs2=[[Club Deportivo El Nacional|El Nacional]]|caps2=34|goals2=3\n|years3=2004|clubs3=[[Deportivo Irapuato|Irapuato]]|caps3=16|goals3=5\n|years4=2004|clubs4=[[Club Santos Laguna|Santos Laguna]]|caps4=14|goals4=2\n|years5=2005–2007|clubs5=[[LDU Quito]]|caps5=60|goals5=6\n|years6=2006–2007|clubs6=→ [[PSV Eindhoven|PSV]] ''(loan)''|caps6=26|goals6=5\n|years7=2007–2009|clubs7=[[PSV Eindhoven|PSV]]|caps7=46|goals7=4\n|years8=2009–2010|clubs8=[[LDU Quito]]|caps8=23|goals8=6\n|years9=2010|clubs9=[[Clube Atlético Mineiro|Atlético Mineiro]]|caps9=9|goals9=0\n|years10=2011|clubs10=[[Club Sport Emelec|Emelec]]|caps10=35|goals10=5\n|years11=2012–2013|clubs11=[[LDU Quito]]|caps11=47|goals11=6\n|years12=2014|clubs12=[[Independiente Santa Fe|Santa Fe]]|caps12=10|goals12=0\n|years13=2015|clubs13=[[Club Deportivo El Nacional|El Nacional]]|caps13=22|goals13=4\n|totalcaps=535\n|totalgoals=64\n|"]"
"Leovegildo Lins da Gama Júnior","['years1 = 1973–1974 | youthclubs1 = [[Clube de Regatas Flamengo|Flamengo]]\n| years1 = 1974–1984 | clubs1 = [[Clube de Regatas Flamengo|Flamengo]] | caps1 = 192 | goals1 = 7\n| years2 = 1984–1987 | clubs2 = [[Torino F.C.|Torino]] | caps2 = 86  | goals2 = 12\n| years3 = 1987–1989 | clubs3 = [[Delfino Pescara 1936|Pescara]] | caps3 = 62  | goals3 = 6\n| years4 = 1989–1993 | clubs4 = [[Clube de Regatas Flamengo|Flamengo]] | caps4 = 70 | goals4 = 10\n| totalcaps      = 410 | totalgoals = 35\n| ']"
